title,description_type,class_prob_human,class_prob_ai,class_prob_mixed,confidence_score_ai,confidence_score_human,confidence_score_mixed,confidence_score,predicted_class
apple_2023_macbook_pro_laptop_m2,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
ki_puzzle_1000_piece_puzzle_for_,human_description,0.9971563823134413,0.0028436176865587488,0.0,0.0028436176865587488,0.9971563823134413,0.0,0.9971563823134413,human
ki_puzzle_1000_piece_puzzle_for_,llm_description,0.23882809434538077,0.7594497972707852,0.0017221083838339798,0.7594497972707852,0.23882809434538077,0.0017221083838339798,0.7594497972707852,ai
tosy_flying_disc__16_million_col,human_description,0.9921330482742838,0.007866951725716127,0.0,0.007866951725716127,0.9921330482742838,0.0,0.9921330482742838,human
tosy_flying_disc__16_million_col,llm_description,0.12924071082390953,0.8707592891760906,0.0,0.8707592891760906,0.12924071082390953,0.0,0.8707592891760906,ai
25oz_small_portable_gift_aromath,human_description,0.9610576047184772,0.03894239528152276,0.0,0.03894239528152276,0.9610576047184772,0.0,0.9610576047184772,human
25oz_small_portable_gift_aromath,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
jack_henry_cleanse_hair_shampoo_,human_description,0.4190417250252434,0.5809582749747565,0.0,0.5809582749747565,0.4190417250252434,0.0,0.5809582749747565,ai
jack_henry_cleanse_hair_shampoo_,llm_description,0.4187934581629729,0.5806140784916274,0.0005924633453996197,0.5806140784916274,0.4187934581629729,0.0005924633453996197,0.5806140784916274,ai
sqarr_mini_glass_prep_pinch_bowl,human_description,0.983625881624079,0.016206143540702662,0.00016797483521828246,0.016206143540702662,0.983625881624079,0.00016797483521828246,0.983625881624079,human
sqarr_mini_glass_prep_pinch_bowl,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
keurig_kcompact_singleserve_kcup,human_description,0.9966837574994305,0.0030100650025685614,0.0003061774980008708,0.0030100650025685614,0.9966837574994305,0.0003061774980008708,0.9966837574994305,human
keurig_kcompact_singleserve_kcup,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
walkers_razor_slim_earmuffs_dyna,human_description,0.9854682902229207,0.014531709777079266,0.0,0.014531709777079266,0.9854682902229207,0.0,0.9854682902229207,human
walkers_razor_slim_earmuffs_dyna,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
thames__kosmos_motors__generator,human_description,0.9880768409606595,0.011754782167282384,0.00016837687205823072,0.011754782167282384,0.9880768409606595,0.00016837687205823072,0.9880768409606595,human
thames__kosmos_motors__generator,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
hotec_stainless_steel_kitchen_to,human_description,0.9886619548292076,0.011338045170792403,0.0,0.011338045170792403,0.9886619548292076,0.0,0.9886619548292076,human
hotec_stainless_steel_kitchen_to,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
sitmod_gaming_chairs_for_adults_,human_description,0.9719159099143966,0.028042740336409966,4.134974919339651e-05,0.028042740336409966,0.9719159099143966,4.134974919339651e-05,0.9719159099143966,human
sitmod_gaming_chairs_for_adults_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
fisherprice_dc_batwheels_155_sca,human_description,0.9872620558771722,0.012698313584881065,3.963053794673585e-05,0.012698313584881065,0.9872620558771722,3.963053794673585e-05,0.9872620558771722,human
fisherprice_dc_batwheels_155_sca,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
redragon_k617_fizz_60_wired_rgb_,human_description,0.9886619548292076,0.011338045170792403,0.0,0.011338045170792403,0.9886619548292076,0.0,0.9886619548292076,human
redragon_k617_fizz_60_wired_rgb_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
blisstrends_foot_rest_for_under_,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
blisstrends_foot_rest_for_under_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
oannao_silicone_cooking_utensils,human_description,0.9837861206627441,0.016174388329823354,3.949100743242534e-05,0.016174388329823354,0.9837861206627441,3.949100743242534e-05,0.9837861206627441,human
oannao_silicone_cooking_utensils,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
hydroponics_growing_system_12_po,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
hydroponics_growing_system_12_po,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
cosori_food_dehydrator_for_jerky,human_description,0.7610501821362059,0.23359114814135182,0.005358669722442383,0.23359114814135182,0.7610501821362059,0.005358669722442383,0.7610501821362059,human
cosori_food_dehydrator_for_jerky,llm_description,0.23893017900136077,0.759774416413692,0.0012954045849471365,0.759774416413692,0.23893017900136077,0.0012954045849471365,0.759774416413692,ai
just_my_size_wireless_bra_pack_f,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
just_my_size_wireless_bra_pack_f,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
yeswelder_true_color_solar_power,human_description,0.9396226415094339,0.06037735849056604,0.0,0.06037735849056604,0.9396226415094339,0.0,0.9396226415094339,human
yeswelder_true_color_solar_power,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
travelhouse_underseat_hardshell_,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
travelhouse_underseat_hardshell_,llm_description,0.23924009171306906,0.7607599082869309,0.0,0.7607599082869309,0.23924009171306906,0.0,0.7607599082869309,ai
ariceleo_led_fairy_lights_batter,human_description,0.992082606353182,0.007917393646817877,0.0,0.007917393646817877,0.992082606353182,0.0,0.992082606353182,human
ariceleo_led_fairy_lights_batter,llm_description,0.23906448693372317,0.7602015023990493,0.0007340106672275216,0.7602015023990493,0.23906448693372317,0.0007340106672275216,0.7602015023990493,ai
lk_2_pack_for_google_pixel_8_scr,human_description,0.9838739042061028,0.016126095793897226,0.0,0.016126095793897226,0.9838739042061028,0.0,0.9838739042061028,human
lk_2_pack_for_google_pixel_8_scr,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
fabric_resistance_bands_for_work,human_description,0.9608762010340496,0.03893504473983845,0.00018875422611202785,0.03893504473983845,0.9608762010340496,0.00018875422611202785,0.9608762010340496,human
fabric_resistance_bands_for_work,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
fionout_banana_duck_plush_pillow,human_description,0.9838739042061028,0.016126095793897226,0.0,0.016126095793897226,0.9838739042061028,0.0,0.9838739042061028,human
fionout_banana_duck_plush_pillow,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
garmin_instinct_2_solar_surfedit,human_description,0.9608762010340496,0.03893504473983845,0.00018875422611202785,0.03893504473983845,0.9608762010340496,0.00018875422611202785,0.9608762010340496,human
garmin_instinct_2_solar_surfedit,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
lowrance_hook_reveal_9_inch_fish,human_description,0.9882789630489177,0.01172103695108238,0.0,0.01172103695108238,0.9882789630489177,0.0,0.9882789630489177,human
lowrance_hook_reveal_9_inch_fish,llm_description,0.5720811051693403,0.4268074973691558,0.0011113974615037689,0.4268074973691558,0.5720811051693403,0.0011113974615037689,0.5720811051693403,human
12_pack_cheesecloth_table_runner,human_description,0.9915864724083375,0.008413527591662596,0.0,0.008413527591662596,0.9915864724083375,0.0,0.9915864724083375,human
12_pack_cheesecloth_table_runner,llm_description,0.5118444639883235,0.4796538526311548,0.008501683380521725,0.4796538526311548,0.5118444639883235,0.008501683380521725,0.5118444639883235,human
olive_oil_sprayer_for_cooking_20,human_description,0.9886619548292076,0.011338045170792403,0.0,0.011338045170792403,0.9886619548292076,0.0,0.9886619548292076,human
olive_oil_sprayer_for_cooking_20,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
ucanbe_athena_face_body_paint_oi,human_description,0.9985006054406603,0.001499394559339742,0.0,0.001499394559339742,0.9985006054406603,0.0,0.9985006054406603,human
ucanbe_athena_face_body_paint_oi,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
ginmewrae_women_fuzzy_socks_cozy,human_description,0.9838249729020613,0.016175027097938697,0.0,0.016175027097938697,0.9838249729020613,0.0,0.9838249729020613,human
ginmewrae_women_fuzzy_socks_cozy,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
rokid_ar_joy_pack_ar_glasses_and,human_description,0.9838249729020613,0.016175027097938697,0.0,0.016175027097938697,0.9838249729020613,0.0,0.9838249729020613,human
rokid_ar_joy_pack_ar_glasses_and,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
5_pairs_natural_bamboo_reusable_,human_description,0.9877530351803585,0.012246964819641507,0.0,0.012246964819641507,0.9877530351803585,0.0,0.9877530351803585,human
5_pairs_natural_bamboo_reusable_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
bose_soundlink_flex_bluetooth_sp,human_description,0.9610148666808178,0.03894066352106645,4.446979811567727e-05,0.03894066352106645,0.9610148666808178,4.446979811567727e-05,0.9610148666808178,human
bose_soundlink_flex_bluetooth_sp,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
cozsinoor_queen_size_cooling_bed,human_description,0.9985006054406603,0.001499394559339742,0.0,0.001499394559339742,0.9985006054406603,0.0,0.9985006054406603,human
cozsinoor_queen_size_cooling_bed,llm_description,0.5278399440135711,0.47113460702725835,0.001025448959170439,0.47113460702725835,0.5278399440135711,0.001025448959170439,0.5278399440135711,human
roundfire_concrete_tabletop_fire,human_description,0.9923160904814304,0.007683909518569521,0.0,0.007683909518569521,0.9923160904814304,0.0,0.9923160904814304,human
roundfire_concrete_tabletop_fire,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
ticonderoga_woodcased_pencils_pr,human_description,0.9809559593179676,0.018591490733720233,0.0004525499483121169,0.018591490733720233,0.9809559593179676,0.0004525499483121169,0.9809559593179676,human
ticonderoga_woodcased_pencils_pr,llm_description,0.1292153310651919,0.8705882930517305,0.00019637588307779924,0.8705882930517305,0.1292153310651919,0.00019637588307779924,0.8705882930517305,ai
gigizaza_gold_velvet_decorative_,human_description,0.9740539701802078,0.02590458910773373,4.144071205844462e-05,0.02590458910773373,0.9740539701802078,4.144071205844462e-05,0.9740539701802078,human
gigizaza_gold_velvet_decorative_,llm_description,0.5748534896110815,0.42514651038891854,0.0,0.42514651038891854,0.5748534896110815,0.0,0.5748534896110815,human
gorilla_carts_gor400com_steel_ga,human_description,0.9922287148723514,0.007732890027171836,3.839510047662204e-05,0.007732890027171836,0.9922287148723514,3.839510047662204e-05,0.9922287148723514,human
gorilla_carts_gor400com_steel_ga,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
maga_hat_make_america_great_agai,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
maga_hat_make_america_great_agai,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
clementine_apparel__girls_and_wo,human_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
clementine_apparel__girls_and_wo,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
electronic_organizer_travel_usb_,human_description,0.9834530882962552,0.016506609552761273,4.030215098337248e-05,0.016506609552761273,0.9834530882962552,4.030215098337248e-05,0.9834530882962552,human
electronic_organizer_travel_usb_,llm_description,0.23906448693372317,0.7602015023990493,0.0007340106672275216,0.7602015023990493,0.23906448693372317,0.0007340106672275216,0.7602015023990493,ai
jump_rope_tanglefree_rapid_speed,human_description,0.9872373615158012,0.012447786030136365,0.0003148524540624454,0.012447786030136365,0.9872373615158012,0.0003148524540624454,0.9872373615158012,human
jump_rope_tanglefree_rapid_speed,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
steelseries_usbapex5hybrid_mecha,human_description,0.9923160904814304,0.007683909518569521,0.0,0.007683909518569521,0.9923160904814304,0.0,0.9923160904814304,human
steelseries_usbapex5hybrid_mecha,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
suphanlin_4_pack_snake_repellent,human_description,0.9610576047184772,0.03894239528152276,0.0,0.03894239528152276,0.9610576047184772,0.0,0.9610576047184772,human
suphanlin_4_pack_snake_repellent,llm_description,0.5447075030680852,0.4551513297184298,0.00014116721348502877,0.4551513297184298,0.5447075030680852,0.00014116721348502877,0.5447075030680852,human
wedding_planner_book_and_organiz,human_description,0.9882789630489177,0.01172103695108238,0.0,0.01172103695108238,0.9882789630489177,0.0,0.9882789630489177,human
wedding_planner_book_and_organiz,llm_description,0.5726326283052224,0.427218967363952,0.00014840433082551524,0.427218967363952,0.5726326283052224,0.00014840433082551524,0.5726326283052224,human
amazon_basics_flextra_tall_kitch,human_description,0.933266444568998,0.06653003185087195,0.00020352358013013086,0.06653003185087195,0.933266444568998,0.00020352358013013086,0.933266444568998,human
amazon_basics_flextra_tall_kitch,llm_description,0.5155456690945448,0.4831222837923398,0.0013320471131153461,0.4831222837923398,0.5155456690945448,0.0013320471131153461,0.5155456690945448,human
dewalt_20v_max_cordless_drill_an,human_description,0.9824638081497681,0.01711947342120125,0.0004167184290307308,0.01711947342120125,0.9824638081497681,0.0004167184290307308,0.9824638081497681,human
dewalt_20v_max_cordless_drill_an,llm_description,0.0,0.9997817129402532,0.0002182870597468851,0.9997817129402532,0.0,0.0002182870597468851,0.9997817129402532,ai
plugo_stem_pack_by_playshifu__co,human_description,0.9610576047184772,0.03894239528152276,0.0,0.03894239528152276,0.9610576047184772,0.0,0.9610576047184772,human
plugo_stem_pack_by_playshifu__co,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
thames__kosmos_structural_engine,human_description,0.9882398787733477,0.011720573409658055,3.954781699416028e-05,0.011720573409658055,0.9882398787733477,3.954781699416028e-05,0.9882398787733477,human
thames__kosmos_structural_engine,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
amazon_brand__presto_flexasize_p,human_description,0.9719159099143966,0.028042740336409966,4.134974919339651e-05,0.028042740336409966,0.9719159099143966,4.134974919339651e-05,0.9719159099143966,human
amazon_brand__presto_flexasize_p,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
manicure_set_personal_care_nail_,human_description,0.9740539701802078,0.02590458910773373,4.144071205844462e-05,0.02590458910773373,0.9740539701802078,4.144071205844462e-05,0.9740539701802078,human
manicure_set_personal_care_nail_,llm_description,0.14683048124656484,0.851069996447778,0.0020995223056572226,0.851069996447778,0.14683048124656484,0.0020995223056572226,0.851069996447778,ai
tscomon_41_cat_house_cat_tree_fo,human_description,0.9825653939840092,0.0171212435586606,0.0003133624573301234,0.0171212435586606,0.9825653939840092,0.0003133624573301234,0.9825653939840092,human
tscomon_41_cat_house_cat_tree_fo,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
avapow_car_jump_starter_4000a_pe,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
avapow_car_jump_starter_4000a_pe,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
yamiu_travel_shoe_bags_set_of_4_,human_description,0.9886619548292076,0.011338045170792403,0.0,0.011338045170792403,0.9886619548292076,0.0,0.9886619548292076,human
yamiu_travel_shoe_bags_set_of_4_,llm_description,0.544208436280988,0.4547343152464679,0.0010572484725440998,0.4547343152464679,0.544208436280988,0.0010572484725440998,0.544208436280988,human
squirrel_housenesting_box_cedar_,human_description,0.9886619548292076,0.011338045170792403,0.0,0.011338045170792403,0.9886619548292076,0.0,0.9886619548292076,human
squirrel_housenesting_box_cedar_,llm_description,0.5118444639883235,0.4796538526311548,0.008501683380521725,0.4796538526311548,0.5118444639883235,0.008501683380521725,0.5118444639883235,human
gama_italy_professional_hair_dry,human_description,0.9837911337776645,0.016208866222335434,0.0,0.016208866222335434,0.9837911337776645,0.0,0.9837911337776645,human
gama_italy_professional_hair_dry,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
breylee_aloe_vera_eye_mask_60_pc,human_description,0.9882789630489177,0.01172103695108238,0.0,0.01172103695108238,0.9882789630489177,0.0,0.9882789630489177,human
breylee_aloe_vera_eye_mask_60_pc,llm_description,0.12924071082390953,0.8707592891760906,0.0,0.8707592891760906,0.12924071082390953,0.0,0.8707592891760906,ai
4in1_kitchen_knife_accessories_3,human_description,0.9923160904814304,0.007683909518569521,0.0,0.007683909518569521,0.9923160904814304,0.0,0.9923160904814304,human
4in1_kitchen_knife_accessories_3,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
legendary_whitetails_mens_buck_c,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
legendary_whitetails_mens_buck_c,llm_description,0.5157161042806047,0.48328200007212624,0.0010018956472691326,0.48328200007212624,0.5157161042806047,0.0010018956472691326,0.5157161042806047,human
christmas_coffee_spoons_set_of_8,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
christmas_coffee_spoons_set_of_8,llm_description,0.41860352856247723,0.5803507606249783,0.0010457108125443613,0.5803507606249783,0.41860352856247723,0.0010457108125443613,0.5803507606249783,ai
gaiam_essentials_thick_yoga_mat_,human_description,0.9838249729020613,0.016175027097938697,0.0,0.016175027097938697,0.9838249729020613,0.0,0.9838249729020613,human
gaiam_essentials_thick_yoga_mat_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
julep_eyeshadow_101_crme_to_powd,human_description,0.9972011087915171,0.002798891208482794,0.0,0.002798891208482794,0.9972011087915171,0.0,0.9972011087915171,human
julep_eyeshadow_101_crme_to_powd,llm_description,0.23882809434538077,0.7594497972707852,0.0017221083838339798,0.7594497972707852,0.23882809434538077,0.0017221083838339798,0.7594497972707852,ai
soundcore_by_anker_sleep_a10_blu,human_description,0.9838739042061028,0.016126095793897226,0.0,0.016126095793897226,0.9838739042061028,0.0,0.9838739042061028,human
soundcore_by_anker_sleep_a10_blu,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
prelit_artificial_christmas_wrea,human_description,0.992082606353182,0.007917393646817877,0.0,0.007917393646817877,0.992082606353182,0.0,0.992082606353182,human
prelit_artificial_christmas_wrea,llm_description,0.0,0.9983658350582851,0.0016341649417147834,0.9983658350582851,0.0,0.0016341649417147834,0.9983658350582851,ai
realspace_magellan_59w_managers_,human_description,0.9985006054406603,0.001499394559339742,0.0,0.001499394559339742,0.9985006054406603,0.0,0.9985006054406603,human
realspace_magellan_59w_managers_,llm_description,0.9838249729020613,0.016175027097938697,0.0,0.016175027097938697,0.9838249729020613,0.0,0.9838249729020613,human
kissair_compact_1500w750w_space_,human_description,0.1230144666043754,0.6813480684344492,0.19563746496117537,0.6813480684344492,0.1230144666043754,0.19563746496117537,0.6813480684344492,ai
kissair_compact_1500w750w_space_,llm_description,0.41845913950461455,0.5801505800391998,0.0013902804561854666,0.5801505800391998,0.41845913950461455,0.0013902804561854666,0.5801505800391998,ai
yiview_sleep_mask_for_men_women_,human_description,0.9923269419289181,0.00767305807108192,0.0,0.00767305807108192,0.9923269419289181,0.0,0.9923269419289181,human
yiview_sleep_mask_for_men_women_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
board_game_azul,human_description,0.9005316571197685,0.09892904712868843,0.0005392957515432751,0.09892904712868843,0.9005316571197685,0.0005392957515432751,0.9005316571197685,human
board_game_azul,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
logitech_trackman_marble_2017_tr,human_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
logitech_trackman_marble_2017_tr,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
barbie_bluray__digital,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
barbie_bluray__digital,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
midwest_homes_for_pets_hamster_c,human_description,0.9984580058270834,0.0015419941729166553,0.0,0.0015419941729166553,0.9984580058270834,0.0,0.9984580058270834,human
midwest_homes_for_pets_hamster_c,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
ottsuls_shepherdhooks_adjustable,human_description,0.9882789630489177,0.01172103695108238,0.0,0.01172103695108238,0.9882789630489177,0.0,0.9882789630489177,human
ottsuls_shepherdhooks_adjustable,llm_description,0.5155456690945448,0.4831222837923398,0.0013320471131153461,0.4831222837923398,0.5155456690945448,0.0013320471131153461,0.5155456690945448,human
lincoln_electric_leather_welding,human_description,0.9834530882962552,0.016506609552761273,4.030215098337248e-05,0.016506609552761273,0.9834530882962552,4.030215098337248e-05,0.9834530882962552,human
lincoln_electric_leather_welding,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
giant_fly_glue_trap_by_catchmast,human_description,0.9982746893611373,0.0017253106388626224,0.0,0.0017253106388626224,0.9982746893611373,0.0,0.9982746893611373,human
giant_fly_glue_trap_by_catchmast,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
mainstays_cool_mist_humidifier_1,human_description,0.9886619548292076,0.011338045170792403,0.0,0.011338045170792403,0.9886619548292076,0.0,0.9886619548292076,human
mainstays_cool_mist_humidifier_1,llm_description,0.12924071082390953,0.8707592891760906,0.0,0.8707592891760906,0.12924071082390953,0.0,0.8707592891760906,ai
vans_womens_doheny_platform_snea,human_description,0.99153255582052,0.008467444179479929,0.0,0.008467444179479929,0.99153255582052,0.0,0.99153255582052,human
vans_womens_doheny_platform_snea,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
yingzhao_set_of_5_poinsettia_chr,human_description,0.9923160904814304,0.007683909518569521,0.0,0.007683909518569521,0.9923160904814304,0.0,0.9923160904814304,human
yingzhao_set_of_5_poinsettia_chr,llm_description,0.14663852187458087,0.8525408039260434,0.0008206741993758122,0.8525408039260434,0.14663852187458087,0.0008206741993758122,0.8525408039260434,ai
kitchenaid_5_ultra_power_speed_h,human_description,0.9838739042061028,0.016126095793897226,0.0,0.016126095793897226,0.9838739042061028,0.0,0.9838739042061028,human
kitchenaid_5_ultra_power_speed_h,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
cordless_handheld_standard_range,human_description,0.9882040362865049,0.011756295362700016,3.966835079504184e-05,0.011756295362700016,0.9882040362865049,3.966835079504184e-05,0.9882040362865049,human
cordless_handheld_standard_range,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
the_republic_of_tea__limitededit,human_description,0.9995681134864869,0.0004318865135130646,0.0,0.0004318865135130646,0.9995681134864869,0.0,0.9995681134864869,human
the_republic_of_tea__limitededit,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
maskiss_25pairs_24k_gold_under_e,human_description,0.9838739042061028,0.016126095793897226,0.0,0.016126095793897226,0.9838739042061028,0.0,0.9838739042061028,human
maskiss_25pairs_24k_gold_under_e,llm_description,0.0,0.9983658350582851,0.0016341649417147834,0.9983658350582851,0.0,0.0016341649417147834,0.9983658350582851,ai
hammam_linen_white_bath_towels_4,human_description,0.9983064321017523,0.0016935678982476757,0.0,0.0016935678982476757,0.9983064321017523,0.0,0.9983064321017523,human
hammam_linen_white_bath_towels_4,llm_description,0.9119106329989802,0.08410097196072767,0.00398839504029212,0.08410097196072767,0.9119106329989802,0.00398839504029212,0.9119106329989802,human
2_set_157_gold_circle_mirrors_wa,human_description,0.992082606353182,0.007917393646817877,0.0,0.007917393646817877,0.992082606353182,0.0,0.992082606353182,human
2_set_157_gold_circle_mirrors_wa,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
raymate_bluetooth_speakers_pair_,human_description,0.9838249729020613,0.016175027097938697,0.0,0.016175027097938697,0.9838249729020613,0.0,0.9838249729020613,human
raymate_bluetooth_speakers_pair_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
amazon_basics_easy_grip_workout_,human_description,0.9747753267973855,0.02522467320261438,0.0,0.02522467320261438,0.9747753267973855,0.0,0.9747753267973855,human
amazon_basics_easy_grip_workout_,llm_description,0.0,1.0,0.0,1.0,0.0,0.0,1.0,ai
yes4all_premium_surf_balance_boa,human_description,0.9971786007720093,0.002821399227990761,0.0,0.002821399227990761,0.9971786007720093,0.0,0.9971786007720093,human
yes4all_premium_surf_balance_boa,llm_description,0.23919870262195067,0.7606282950571506,0.00017300232089879978,0.7606282950571506,0.23919870262195067,0.00017300232089879978,0.7606282950571506,ai
