Item Type,Item Title,Description Model,Human Prefers LLM (ratio),LLM Prefers LLM (ratio),Human Prefers LLM - LLM Prefers LLM
movie,humanit,gpt-3.5-turbo,0.0,0.5,-0.5
movie,inspector_gadget,gpt-3.5-turbo,0.5,1.0,-0.5
movie,inspector_gadget,gpt-4-1106-preview,0.0,1.0,-1.0
movie,jungle_jingles,gpt-3.5-turbo,1.0,1.0,0.0
movie,king,gpt-3.5-turbo,0.0,1.0,-1.0
movie,law_of_desire,gpt-3.5-turbo,0.0,0.5,-0.5
movie,less_than_zero,gpt-3.5-turbo,0.5,0.5,0.0
movie,less_than_zero,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
movie,luna_de_miel,gpt-3.5-turbo,1.0,0.5,0.5
movie,maduve_mane,gpt-3.5-turbo,0.6666666666666666,0.0,0.6666666666666666
movie,marked_woman,gpt-3.5-turbo,0.0,1.0,-1.0
movie,marked_woman,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
movie,mera_naam_joker,gpt-3.5-turbo,0.0,0.5,-0.5
movie,mera_naam_joker,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
movie,my_neighbor_totoro,gpt-3.5-turbo,0.5,0.5,0.0
movie,my_neighbor_totoro,gpt-4-1106-preview,0.3333333333333333,0.5,-0.16666666666666669
movie,naalu_pennungal,gpt-3.5-turbo,0.0,0.5,-0.5
movie,naalu_pennungal,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
movie,our_gang_follies_of_1938,gpt-3.5-turbo,0.0,0.0,0.0
movie,our_gang_follies_of_1938,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
movie,redemption_kickboxer_5,gpt-3.5-turbo,0.5,0.5,0.0
movie,redemption_kickboxer_5,gpt-4-1106-preview,0.0,0.5,-0.5
movie,roots_the_gift,gpt-3.5-turbo,0.5,0.0,0.5
movie,roots_the_gift,gpt-4-1106-preview,0.0,0.0,0.0
movie,shakalaka_boom_boom,gpt-4-1106-preview,0.0,1.0,-1.0
movie,snow_falling_on_cedars,gpt-3.5-turbo,0.0,0.5,-0.5
movie,spacecamp,gpt-3.5-turbo,0.0,0.0,0.0
movie,stardust,gpt-3.5-turbo,1.0,0.5,0.5
movie,streets_of_fire,gpt-3.5-turbo,1.0,0.5,0.5
movie,streets_of_fire,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
movie,tangled,gpt-3.5-turbo,0.5,0.5,0.0
movie,tangled,gpt-4-1106-preview,0.0,1.0,-1.0
movie,the_belles_of_st_trinians,gpt-3.5-turbo,1.0,0.5,0.5
movie,the_curse_of_frankenstein,gpt-3.5-turbo,1.0,0.5,0.5
movie,the_curse_of_frankenstein,gpt-4-1106-preview,0.0,1.0,-1.0
movie,the_hasty_hare,gpt-3.5-turbo,1.0,0.0,1.0
movie,the_journey_of_jared_price,gpt-3.5-turbo,0.0,0.5,-0.5
movie,the_lincoln_lawyer,gpt-3.5-turbo,0.0,0.5,-0.5
movie,the_trap,gpt-3.5-turbo,0.5,0.5,0.0
movie,the_trap,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
movie,the_whistle_blower,gpt-3.5-turbo,1.0,0.0,1.0
movie,the_whistle_blower,gpt-4-1106-preview,0.0,0.5,-0.5
movie,ticket_to_heaven,gpt-3.5-turbo,0.5,0.5,0.0
movie,ticket_to_heaven,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
movie,til_there_was_you,gpt-3.5-turbo,0.0,1.0,-1.0
movie,white_wedding,gpt-3.5-turbo,0.0,1.0,-1.0
movie,winchester_73,gpt-3.5-turbo,1.0,1.0,0.0
paper,a_classifierbased_parser_with_li,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,a_classifierbased_parser_with_li,gpt-4-1106-preview,1.0,1.0,0.0
paper,a_comparison_of_vectorbased_repr,gpt-3.5-turbo-1106,0.5,1.0,-0.5
paper,a_comparison_of_vectorbased_repr,gpt-4-1106-preview,1.0,1.0,0.0
paper,a_composite_kernel_to_extract_re,gpt-3.5-turbo-1106,0.5,1.0,-0.5
paper,a_composite_kernel_to_extract_re,gpt-4-1106-preview,0.5,1.0,-0.5
paper,a_corpusbased_approach_for_build,gpt-3.5-turbo-1106,0.3333333333333333,1.0,-0.6666666666666667
paper,a_corpusbased_approach_for_build,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,a_maximum_entropy_model_for_part,gpt-3.5-turbo-1106,1.0,0.0,1.0
paper,a_maximum_entropy_model_for_part,gpt-4-1106-preview,1.0,0.0,1.0
paper,a_monolingual_treebased_translat,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,a_monolingual_treebased_translat,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,a_new_dataset_and_method_for_aut,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,a_new_dataset_and_method_for_aut,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,a_regression_model_of_adjectiven,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,a_regression_model_of_adjectiven,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,a_sentimental_education_sentimen,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,a_sentimental_education_sentimen,gpt-4-1106-preview,1.0,1.0,0.0
paper,a_study_on_similarity_and_relate,gpt-3.5-turbo-1106,0.0,1.0,-1.0
paper,a_study_on_similarity_and_relate,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,a_uniform_approach_to_analogies_,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,a_uniform_approach_to_analogies_,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,an_algorithm_for_generating_quan,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,an_improved_error_model_for_nois,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,an_improved_error_model_for_nois,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,bayesian_learning_of_a_tree_subs,gpt-3.5-turbo-1106,0.6666666666666666,0.5,0.16666666666666663
paper,bayesian_learning_of_a_tree_subs,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,bayesian_word_sense_induction,gpt-3.5-turbo-1106,0.0,1.0,-1.0
paper,bayesian_word_sense_induction,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,better_hypothesis_testing_for_st,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,better_hypothesis_testing_for_st,gpt-4-1106-preview,1.0,1.0,0.0
paper,better_kbest_parsing,gpt-3.5-turbo-1106,0.6666666666666666,0.0,0.6666666666666666
paper,better_kbest_parsing,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,categorial_unification_grammars,gpt-3.5-turbo-1106,0.3333333333333333,1.0,-0.6666666666666667
paper,categorial_unification_grammars,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,ccgbank_a_corpus_of_ccg_derivati,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,chart_generation,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,chart_generation,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,chinese_syntactic_reordering_for,gpt-3.5-turbo-1106,0.3333333333333333,0.0,0.3333333333333333
paper,chinese_syntactic_reordering_for,gpt-4-1106-preview,0.5,0.5,0.0
paper,chunking_with_support_vector_mac,gpt-3.5-turbo-1106,0.3333333333333333,,
paper,chunking_with_support_vector_mac,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,cogniac_high_precision_coreferen,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,cogniac_high_precision_coreferen,gpt-4-1106-preview,1.0,1.0,0.0
paper,corpus_variation_and_parser_perf,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,corpus_variation_and_parser_perf,gpt-4-1106-preview,1.0,0.5,0.5
paper,cut_and_paste_based_text_summari,gpt-3.5-turbo-1106,0.5,1.0,-0.5
paper,cut_and_paste_based_text_summari,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,deterministic_dependency_parsing,gpt-3.5-turbo-1106,0.3333333333333333,0.0,0.3333333333333333
paper,deterministic_dependency_parsing,gpt-4-1106-preview,1.0,0.5,0.5
paper,edgebased_bestfirst_chart_parsin,gpt-3.5-turbo-1106,0.3333333333333333,0.0,0.3333333333333333
paper,edgebased_bestfirst_chart_parsin,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,efficient_thirdorder_dependency_,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,efficient_thirdorder_dependency_,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,evaluating_the_accuracy_of_an_un,gpt-3.5-turbo-1106,0.3333333333333333,0.0,0.3333333333333333
paper,evaluating_the_accuracy_of_an_un,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,extracting_parallel_subsententia,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,extracting_parallel_subsententia,gpt-4-1106-preview,0.5,0.5,0.0
paper,extraposition_grammars,gpt-3.5-turbo-1106,0.5,1.0,-0.5
paper,extraposition_grammars,gpt-4-1106-preview,1.0,1.0,0.0
paper,finding_parts_in_very_large_corp,gpt-3.5-turbo-1106,0.3333333333333333,1.0,-0.6666666666666667
paper,finding_parts_in_very_large_corp,gpt-4-1106-preview,1.0,0.5,0.5
paper,finitestate_transducers_in_langu,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,forest_rescoring_faster_decoding,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,forest_rescoring_faster_decoding,gpt-4-1106-preview,1.0,1.0,0.0
paper,fully_unsupervised_discovery_of_,gpt-3.5-turbo-1106,0.5,0.5,0.0
paper,fully_unsupervised_discovery_of_,gpt-4-1106-preview,1.0,0.0,1.0
paper,generating_natural_language_summ,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,guided_learning_for_bidirectiona,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,guided_learning_for_bidirectiona,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,guiding_semisupervision_with_con,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,guiding_semisupervision_with_con,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,improved_automatic_keyword_extra,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,improved_automatic_keyword_extra,gpt-4-1106-preview,1.0,1.0,0.0
paper,improved_partofspeech_tagging_fo,gpt-3.5-turbo-1106,0.6666666666666666,0.5,0.16666666666666663
paper,improved_partofspeech_tagging_fo,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,improving_machine_translation_pe,gpt-3.5-turbo-1106,,0.0,
paper,improving_machine_translation_pe,gpt-4-1106-preview,0.5,0.0,0.5
paper,incorporating_nonlocal_informati,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,incorporating_nonlocal_informati,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,indirecthmmbased_hypothesis_alig,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,indirecthmmbased_hypothesis_alig,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,information_fusion_in_the_contex,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,information_fusion_in_the_contex,gpt-4-1106-preview,1.0,1.0,0.0
paper,integrating_graphbased_and_trans,gpt-3.5-turbo-1106,0.3333333333333333,1.0,-0.6666666666666667
paper,integrating_graphbased_and_trans,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,integrating_multiple_knowledge_s,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,integrating_multiple_knowledge_s,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,joint_unsupervised_coreference_r,gpt-3.5-turbo-1106,0.5,0.5,0.0
paper,joint_unsupervised_coreference_r,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,joshua_an_open_source_toolkit_fo,gpt-3.5-turbo-1106,1.0,0.0,1.0
paper,joshua_an_open_source_toolkit_fo,gpt-4-1106-preview,0.3333333333333333,0.0,0.3333333333333333
paper,knowledgefree_induction_of_morph,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,knowledgefree_induction_of_morph,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,learning_subjective_language,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,learning_subjective_nouns_using_,gpt-3.5-turbo-1106,0.3333333333333333,1.0,-0.6666666666666667
paper,learning_subjective_nouns_using_,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,linguistic_regularities_in_conti,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,linguistic_regularities_in_conti,gpt-4-1106-preview,0.0,1.0,-1.0
paper,local_phrase_reordering_models_f,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,local_phrase_reordering_models_f,gpt-4-1106-preview,0.5,1.0,-0.5
paper,machine_learning_for_coreference,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,machine_learning_for_coreference,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,machine_translation_by_triangula,gpt-3.5-turbo-1106,0.5,,
paper,machine_translation_by_triangula,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,meaningful_clustering_of_senses_,gpt-3.5-turbo-1106,0.6666666666666666,0.5,0.16666666666666663
paper,meaningful_clustering_of_senses_,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,minimum_error_rate_training_in_s,gpt-3.5-turbo-1106,0.6666666666666666,0.5,0.16666666666666663
paper,minimum_error_rate_training_in_s,gpt-4-1106-preview,0.3333333333333333,0.5,-0.16666666666666669
paper,modeling_local_coherence_an_enti,gpt-4-1106-preview,1.0,1.0,0.0
paper,multitext_grammars_and_synchrono,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,multitext_grammars_and_synchrono,gpt-4-1106-preview,1.0,0.5,0.5
paper,named_entity_recognition_using_a,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,named_entity_recognition_using_a,gpt-4-1106-preview,0.0,0.0,0.0
paper,named_entity_recognition_with_ch,gpt-3.5-turbo-1106,1.0,0.0,1.0
paper,named_entity_recognition_with_ch,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,nltk_the_natural_language_toolki,gpt-3.5-turbo-1106,0.3333333333333333,1.0,-0.6666666666666667
paper,nltk_the_natural_language_toolki,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,parsing_the_wall_street_journal_,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,parsing_the_wall_street_journal_,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,personalizing_pagerank_for_word_,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,personalizing_pagerank_for_word_,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,phrasal_cohesion_and_statistical,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,phrasal_cohesion_and_statistical,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,pronunciation_modeling_for_impro,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,pronunciation_modeling_for_impro,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,prototypedriven_learning_for_seq,gpt-3.5-turbo-1106,0.6666666666666666,0.0,0.6666666666666666
paper,prototypedriven_learning_for_seq,gpt-4-1106-preview,1.0,0.0,1.0
paper,randomised_language_modelling_fo,gpt-3.5-turbo-1106,0.5,0.5,0.0
paper,randomised_language_modelling_fo,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,regular_models_of_phonological_r,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,representing_text_chunks,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,representing_text_chunks,gpt-4-1106-preview,0.5,1.0,-0.5
paper,reranking_and_selftraining_for_p,gpt-3.5-turbo-1106,0.0,1.0,-1.0
paper,reranking_and_selftraining_for_p,gpt-4-1106-preview,1.0,1.0,0.0
paper,semeval2010_task_13_tempeval2,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,semeval2010_task_13_tempeval2,gpt-4-1106-preview,1.0,1.0,0.0
paper,semiring_parsing,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,sentence_level_discourse_parsing,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,sentence_level_discourse_parsing,gpt-4-1106-preview,0.6666666666666666,0.0,0.6666666666666666
paper,soft_syntactic_constraints_for_w,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,soft_syntactic_constraints_for_w,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,statistical_decisiontree_models_,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,statistical_decisiontree_models_,gpt-4-1106-preview,1.0,0.0,1.0
paper,statistical_machine_translation_,gpt-3.5-turbo-1106,0.6666666666666666,1.0,-0.33333333333333337
paper,statistical_machine_translation_,gpt-4-1106-preview,0.5,1.0,-0.5
paper,stochastic_lexicalized_treeadjoi,gpt-3.5-turbo-1106,1.0,,
paper,stochastic_lexicalized_treeadjoi,gpt-4-1106-preview,0.5,0.0,0.5
paper,tailoring_word_alignments_to_syn,gpt-3.5-turbo-1106,0.0,0.5,-0.5
paper,tailoring_word_alignments_to_syn,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,text_chunking_using_transformati,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,text_chunking_using_transformati,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,the_alignment_template_approach_,gpt-4-1106-preview,1.0,0.5,0.5
paper,the_grammar_matrix_an_opensource,gpt-3.5-turbo-1106,1.0,1.0,0.0
paper,the_grammar_matrix_an_opensource,gpt-4-1106-preview,0.3333333333333333,0.5,-0.16666666666666669
paper,the_icsi_meeting_recorder_dialog,gpt-3.5-turbo-1106,0.5,1.0,-0.5
paper,the_icsi_meeting_recorder_dialog,gpt-4-1106-preview,1.0,0.5,0.5
paper,the_reliability_of_a_dialogue_st,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,the_reliability_of_a_dialogue_st,gpt-4-1106-preview,0.6666666666666666,0.5,0.16666666666666663
paper,the_second_release_of_the_rasp_s,gpt-3.5-turbo-1106,0.0,0.0,0.0
paper,the_second_release_of_the_rasp_s,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,transductive_learning_for_statis,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,transductive_learning_for_statis,gpt-4-1106-preview,0.3333333333333333,0.0,0.3333333333333333
paper,two_languages_are_better_than_on,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,two_languages_are_better_than_on,gpt-4-1106-preview,0.6666666666666666,0.0,0.6666666666666666
paper,unsupervised_discovery_of_morphe,gpt-3.5-turbo-1106,0.0,1.0,-1.0
paper,unsupervised_discovery_of_morphe,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,unsupervised_learning_of_disambi,gpt-3.5-turbo-1106,1.0,0.5,0.5
paper,unsupervised_learning_of_disambi,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,unsupervised_multilingual_learni,gpt-3.5-turbo-1106,0.5,0.0,0.5
paper,unsupervised_multilingual_learni,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,vectorbased_models_of_semantic_c,gpt-3.5-turbo-1106,0.6666666666666666,0.0,0.6666666666666666
paper,vectorbased_models_of_semantic_c,gpt-4-1106-preview,0.3333333333333333,1.0,-0.6666666666666667
paper,whats_in_a_translation_rule,gpt-3.5-turbo-1106,0.3333333333333333,0.5,-0.16666666666666669
paper,whats_in_a_translation_rule,gpt-4-1106-preview,0.6666666666666666,1.0,-0.33333333333333337
paper,widecoverage_efficient_statistic,gpt-4-1106-preview,0.6666666666666666,0.0,0.6666666666666666
product,12_pack_cheesecloth_table_runner,gpt-3.5-turbo,0.5,1.0,-0.5
product,12_pack_cheesecloth_table_runner,gpt-4-1106-preview,0.0,1.0,-1.0
product,2,gpt-3.5-turbo,0.3333333333333333,,
product,2,gpt-4-1106-preview,0.0,,
product,2_set_157_gold_circle_mirrors_wa,gpt-3.5-turbo,0.0,0.5,-0.5
product,2_set_157_gold_circle_mirrors_wa,gpt-4-1106-preview,0.0,1.0,-1.0
product,3pack_italy_travel_power_adapter,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,3pack_italy_travel_power_adapter,gpt-4-1106-preview,0.0,0.75,-0.75
product,4in1_kitchen_knife_accessories_3,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,4in1_kitchen_knife_accessories_3,gpt-4-1106-preview,0.0,1.0,-1.0
product,5_pairs_natural_bamboo_reusable_,gpt-3.5-turbo,0.0,0.5,-0.5
product,5_pairs_natural_bamboo_reusable_,gpt-4-1106-preview,0.0,1.0,-1.0
product,6pack3366610_ft_original_apple_m,gpt-3.5-turbo,0.5,1.0,-0.5
product,6pack3366610_ft_original_apple_m,gpt-4-1106-preview,0.5,1.0,-0.5
product,amazon_basics_easy_grip_workout_,gpt-3.5-turbo,0.0,1.0,-1.0
product,amazon_basics_easy_grip_workout_,gpt-4-1106-preview,0.5,1.0,-0.5
product,amazon_basics_flextra_tall_kitch,gpt-3.5-turbo,0.6666666666666666,1.0,-0.33333333333333337
product,amazon_basics_flextra_tall_kitch,gpt-4-1106-preview,0.0,0.75,-0.75
product,amazon_brand__presto_flexasize_p,gpt-3.5-turbo,0.3333333333333333,0.75,-0.4166666666666667
product,amazon_brand__presto_flexasize_p,gpt-4-1106-preview,0.0,1.0,-1.0
product,apple_2023_macbook_pro_laptop_m2,gpt-3.5-turbo,0.0,0.25,-0.25
product,apple_2023_macbook_pro_laptop_m2,gpt-4-1106-preview,1.0,0.5,0.5
product,ariceleo_led_fairy_lights_batter,gpt-3.5-turbo,0.5,1.0,-0.5
product,ariceleo_led_fairy_lights_batter,gpt-4-1106-preview,0.0,1.0,-1.0
product,avapow_car_jump_starter_4000a_pe,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,avapow_car_jump_starter_4000a_pe,gpt-4-1106-preview,0.5,1.0,-0.5
product,bakugan_battle_arena_with_exclus,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,bakugan_battle_arena_with_exclus,gpt-4-1106-preview,1.0,0.5,0.5
product,barbie_bluray__digital,gpt-3.5-turbo,0.3333333333333333,1.0,-0.6666666666666667
product,barbie_bluray__digital,gpt-4-1106-preview,1.0,1.0,0.0
product,bingopaw_playpen_welded_wire_dog,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,bingopaw_playpen_welded_wire_dog,gpt-4-1106-preview,1.0,0.75,0.25
product,bissell_crosswave_cordless_max_a,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,bissell_crosswave_cordless_max_a,gpt-4-1106-preview,0.5,0.75,-0.25
product,blisstrends_foot_rest_for_under_,gpt-3.5-turbo,0.0,0.5,-0.5
product,blisstrends_foot_rest_for_under_,gpt-4-1106-preview,0.0,0.75,-0.75
product,board_game_azul,gpt-3.5-turbo,0.3333333333333333,0.25,0.08333333333333331
product,board_game_azul,gpt-4-1106-preview,0.0,1.0,-1.0
product,bose_soundlink_flex_bluetooth_sp,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,bose_soundlink_flex_bluetooth_sp,gpt-4-1106-preview,0.0,1.0,-1.0
product,breylee_aloe_vera_eye_mask_60_pc,gpt-3.5-turbo,0.5,0.5,0.0
product,breylee_aloe_vera_eye_mask_60_pc,gpt-4-1106-preview,0.0,1.0,-1.0
product,bulova_mens_marine_star_gold_chr,gpt-3.5-turbo,0.6666666666666666,0.5,0.16666666666666663
product,bulova_mens_marine_star_gold_chr,gpt-4-1106-preview,0.5,1.0,-0.5
product,cartman_39_piece_tool_set_genera,gpt-3.5-turbo,0.0,0.75,-0.75
product,cartman_39_piece_tool_set_genera,gpt-4-1106-preview,0.0,1.0,-1.0
product,christmas_coffee_spoons_set_of_8,gpt-3.5-turbo,0.0,0.75,-0.75
product,christmas_coffee_spoons_set_of_8,gpt-4-1106-preview,0.0,1.0,-1.0
product,clementine_apparel__girls_and_wo,gpt-3.5-turbo,1.0,0.75,0.25
product,clementine_apparel__girls_and_wo,gpt-4-1106-preview,0.5,1.0,-0.5
product,cordless_handheld_standard_range,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,cordless_handheld_standard_range,gpt-4-1106-preview,0.0,1.0,-1.0
product,cosori_food_dehydrator_for_jerky,gpt-3.5-turbo,0.3333333333333333,0.5,-0.16666666666666669
product,cosori_food_dehydrator_for_jerky,gpt-4-1106-preview,0.5,0.5,0.0
product,cozsinoor_queen_size_cooling_bed,gpt-3.5-turbo,0.5,0.25,0.25
product,cozsinoor_queen_size_cooling_bed,gpt-4-1106-preview,0.0,1.0,-1.0
